kanji	JLPT	grade	example1	other examples
窮	1	S	窮屈|きゅうくつ|narrow; tight; stiff; rigid; uneasy; formal; constrained|1	[]
酪	1	S	酪農|らくのう|dairy (farm)|1	[]
搬	1	S	運搬|うんぱん|transport; carriage|1	[]
距	1	S	距離|きょり|distance; range|1	[]
膜	1	S	膜|まく|membrane; film|1	[]
陳	1	S	陳列|ちんれつ|exhibition; display; show|1	[]
疾	1	S	疾っくに|とっくに|long ago; already; a long time ago|1	[]
培	1	S	栽培|さいばい|cultivation|1	[]
襟	1	S	襟|えり|neck; collar; lapel; neckband|1	[]
邸	1	S	邸宅|ていたく|mansion; residence|1	[]
耐	1	S	耐える|たえる|to bear; to endure|1	[]
那	1	S	旦那|だんな|master (of house); husband (informal)|1	[]
侍	1	S	侍|さむらい|Samurai; warrior|1	[]
眉	1	S	眉|まゆ|eyebrow|1	[]
麻	1	S	麻酔|ますい|anaesthesia|1	['麻|あさ|flax; linen; hemp|1']
孤	1	S	孤立|こりつ|isolation; helplessness|1	['孤児|こじ|orphan|1']
繁	1	S	繁殖|はんしょく|breed; multiply; increase; propagation|1	['繁栄|はんえい|prospering; prosperity; thriving; flourishing|1', '頻繁|ひんぱん|frequency|1']
麗	1	S	奇麗|きれい|pretty; clean; nice; tidy; beautiful; fair|1	[]
艦	1	S	軍艦|ぐんかん|warship; battleship|1	[]
償	1	S	賠償|ばいしょう|reparations; indemnity; compensation|1	['補償|ほしょう|compensation; reparation|1']
雌	1	S	雌|めす|female (animal)|1	[]
碑	1	S	碑|いしぶみ|stone monument bearing an inscription|1	[]
脚	1	S	脚色|きゃくしょく|dramatization (e.g. film)|1	[]
敏	1	S	敏感|びんかん|sensibility; susceptibility; sensitive (to); well attuned to|1	[]
幽	1	S	幽霊|ゆうれい|ghost; specter; apparition; phantom|1	[]
奴	1	S	奴|やっこ|servant; fellow|1	[]
蔑	1	S	軽蔑|けいべつ|scorn; disdain|1	[]
痴	1	S	愚痴|ぐち|idle complaint; grumble|1	[]
添	1	S	添える|そえる|to add to; to attach; to append; to accompany; to garnish; to imitate; to annex|1	[]
欺	1	S	欺く|あざむく|to deceive|1	[]
併	1	S	合併|がっぺい|combination; union; amalgamation; consolidation; merger; coalition; fusion; annexation; affiliation; incorpor|1	[]
該	1	S	該当|がいとう|corresponding; answering to; coming under|1	[]
吏	1	S	捕吏|ほり|constable|1	[]
紳	1	S	紳士|しんし|gentleman|1	[]
疎	1	S	過疎|かそ|depopulation|1	[]
迅	1	S	迅速|じんそく|quick; fast; rapid; swift; prompt|1	[]
拘	1	S	にも拘らず|にもかかわらず|in spite of; nevertheless|1	[]
遷	1	S	変遷|へんせん|change; transition; vicissitudes|1	[]
穂	1	S	穂|ほ|ear (of plant); head (of plant)|1	[]
阻	1	S	阻止|そし|obstruction; check; hindrance; prevention; interdiction|1	[]
漏	1	S	漏らす|もらす|to let leak; to reveal|1	['漏れる|もれる|to leak out; to escape; to come through; to shine through; to filter out; to be omitted|1']
刃	1	S	刃|は|edge (of a sword)|1	[]
拳	1	S	じゃん拳|じゃんけん|rock-scissors-paper game|1	[]
鬱	1	S	憂鬱|ゆううつ|depression; melancholy; dejection; gloom|1	[]
尿	1	S	尿|にょう|urine|1	[]
腫	1	S	腫れる|はれる|to swell (from inflammation); to become swollen|1	[]
痢	1	S	下痢|げり|diarrhoea|1	[]
紛	1	S	紛れる|まぎれる|to be diverted; to slip into|1	['紛失|ふんしつ|losing something|1', '紛争|ふんそう|dispute; trouble; strife|1']
軌	1	S	軌道|きどう|orbit; railroad track|1	[]
俗	1	S	民俗|みんぞく|people; race; nation; racial customs; folk customs|1	[]
罵	1	S	罵る|ののしる|to speak ill of; to abuse|1	[]
曖	1	S	曖昧|あいまい|vague; ambiguous|1	[]
敢	1	S	勇敢|ゆうかん|bravery; heroism; gallantry|1	[]
陵	1	S	丘陵|きゅうりょう|hill|1	[]
吟	1	S	吟味|ぎんみ|testing; scrutiny; careful investigation|1	[]
践	1	S	実践|じっせん|practice; put into practice|1	[]
臆	1	S	臆病|おくびょう|cowardice; timidity|1	[]
酬	1	S	報酬|ほうしゅう|remuneration; recompense; reward; toll|1	[]
禅	1	S	禅|ぜん|Zen (Buddhism)|1	[]
庶	1	S	庶務|しょむ|general affairs|1	[]
且	1	S	且つ|かつ|yet; and|1	[]
枠	1	S	枠|わく|frame; slide|1	[]
購	1	S	購読|こうどく|subscription (e.g. magazine)|1	['購買|こうばい|purchase; buy|1']
凝	1	S	凝らす|こごらす|to freeze; to congeal|1	[]
核	1	S	核|かく|nucleus; kernel|1	[]
酷	1	S	冷酷|れいこく|cruelty; coldheartedness; relentless; ruthless|1	['残酷|ざんこく|cruelty; harshness|1']
顧	1	S	顧みる|かえりみる|to look back; to turn around; to review|1	[]
溝	1	S	溝|こう|10^38; hundred undecillion (American); hundred sextillion (British)|1	[]
菌	1	S	黴菌|ばいきん|bacteria; germ(s)|1	[]
裾	1	S	裾|すそ|(trouser) cuff; (skirt) hem; cut edge of a hairdo; foot of mountain|1	[]
胆	1	S	大胆|だいたん|bold; daring; audacious|1	[]
排	1	S	排除|はいじょ|exclusion; removal; rejection|1	[]
貫	1	S	貫く|つらぬく|to go through|1	[]
洪	1	S	洪水|こうずい|flood|1	[]
惨	1	S	惨め|みじめ|miserable|1	[]
衰	1	S	老衰|ろうすい|senility; senile decay|1	[]
津	1	S	津波|つなみ|tsunami; tidal wave|1	[]
詐	1	S	詐欺|さぎ|fraud; swindle|1	[]
氾	1	S	氾濫|はんらん|overflowing; flood|1	[]
征	1	S	征服|せいふく|conquest; subjugation; overcoming|1	[]
棄	1	S	破棄|はき|revocation; annulment; breaking (e.g. treaty)|1	['放棄|ほうき|abandonment; renunciation; abdication (responsibility right)|1', '棄権|きけん|abstain from voting; renunciation of a right|1']
錯	1	S	錯誤|さくご|mistake|1	[]
如	1	S	突如|とつじょ|suddenly; all of a sudden|1	['如何しても|どうしても|by all means; at any cost; no matter what; after all; in the long run; cravingly; at any rate; surely|1', '如何に|いかに|how?; in what way?; how much?; however; whatever|1']
蜂	1	S	蜂蜜|はちみつ|honey|1	[]
朽	1	S	朽ちる|くちる|to rot|1	[]
斑	1	S	斑|ぶち|spots; speckles; mottles|1	[]
戴	1	S	戴きます|いただきます|expression of gratitude before meals|1	[]
萎	1	S	萎びる|しなびる|to wilt; to fade|1	[]
苗	1	S	苗|なえ|rice seedling|1	[]
霊	1	S	幽霊|ゆうれい|ghost; specter; apparition; phantom|1	[]
訂	1	S	訂正|ていせい|correction; revision|1	[]
措	1	S	措置|そち|measure; step|1	[]
尽	1	S	尽くす|つくす|to exhaust; to run out; to serve (a person); to befriend|1	[]
瞭	1	S	明瞭|めいりょう|clarity|1	[]
塾	1	S	塾|じゅく|coaching school; lessons|1	[]
戒	1	S	警戒|けいかい|warning; admonition; vigilance|1	[]
即	1	S	即座に|そくざに|immediately; right away|1	['即ち|すなわち|that is; namely; i.e.|1']
犠	1	S	犠牲|ぎせい|sacrifice|1	[]
壮	1	S	壮大|そうだい|magnificent; grand; majestic; splendid|1	[]
遮	1	S	遮る|さえぎる|to interrupt; to intercept; to obstruct|1	[]
尾	1	S	尾|お|tail; ridge|1	[]
呉	1	S	呉れ呉れも|くれぐれも|repeatedly; sincerely; earnestly|1	[]
昧	1	S	曖昧|あいまい|vague; ambiguous|1	[]
匹	1	S	匹|ひき|head; small animal counter; roll of cloth|1	[]
剖	1	S	解剖|かいぼう|dissection; autopsy|1	[]
漂	1	S	漂う|ただよう|to drift about; to float; to hang in air|1	[]
吉	1	S	不吉|ふきつ|ominous; sinister; bad luck; ill omen; inauspiciousness|1	[]
雅	1	S	雅致|がち|artistry; good taste; elegance; grace|1	[]
拓	1	S	開拓|かいたく|reclamation (of wasteland); cultivation; pioneer|1	[]
虜	1	S	捕虜|ほりょ|prisoner (of war)|1	[]
箇	1	S	箇所|かしょ|passage; place; point; part|1	['箇箇|ここ|individual; separate|1']
廷	1	S	法廷|ほうてい|courtroom|1	[]
脅	1	S	脅迫|きょうはく|threat; menace; coercion; terrorism|1	['脅す|おどす|to threaten; to menace|1']
露	1	S	露|つゆ|dew|1	['暴露|ばくろ|disclosure; exposure; revelation|1']
浪	1	S	浪費|ろうひ|waste; extravagance|1	[]
簿	1	S	名簿|めいぼ|register of names|1	[]
侮	1	S	侮辱|ぶじょく|insult; contempt; slight|1	[]
没	1	S	沈没|ちんぼつ|sinking; foundering|1	['没落|ぼつらく|ruin; fall; collapse|1']
衡	1	S	均衡|きんこう|equilibrium; balance|1	[]
錠	1	S	手錠|てじょう|handcuffs; manacles|1	[]
衷	1	S	折衷|せっちゅう|compromise; cross; blending; eclecticism|1	[]
肝	1	S	肝心|かんじん|essential; fundamental; crucial; vital; main|1	[]
魂	1	S	魂|こん|soul; spirit|1	[]
闇	1	S	無闇に|むやみに|unreasonably; absurdly; recklessly; indiscreetly; at random|1	[]
藍	1	S	藍褸|ぼろ|rag; scrap; tattered clothes; fault (esp. in a pretense); defect; run-down or junky|1	[]
襲	1	S	襲う|おそう|to attack|1	[]
渉	1	S	干渉|かんしょう|interference; intervention|1	[]
聴	1	S	聴覚|ちょうかく|the sense of hearing|1	['聴診器|ちょうしんき|stethoscope|1']
尉	1	S	尉|じょう|jailer; old man; rank; company officer|1	[]
賦	1	S	月賦|げっぷ|monthly installment|1	[]
諮	1	S	諮る|はかる|to consult with; to confer|1	[]
傍	1	S	傍ら|かたわら|beside(s); while; nearby|1	[]
枢	1	S	中枢|ちゅうすう|centre; pivot; mainstay; nucleus; backbone; central figure; pillar; key man|1	[]
弄	1	S	弄る|いじる|to touch; to tamper with|1	[]
猛	1	S	猛烈|もうれつ|violent; vehement; rage|1	[]
畏	1	S	畏まりました|かしこまりました|certainly!|1	[]
殴	1	S	殴る|なぐる|to strike; to hit|1	[]
拒	1	S	拒絶|きょぜつ|refusal; rejection|1	[]
闘	1	S	戦闘|せんとう|battle; fight; combat|1	[]
沼	1	S	沼|ぬま|swamp; bog; pond; lake|1	[]
誉	1	S	名誉|めいよ|honor; credit; prestige|1	[]
赴	1	S	赴任|ふにん|(proceeding to) new appointment|1	[]
託	1	S	委託|いたく|consign (goods (for sale) to a firm); entrust (person with something); commit|1	[]
拐	1	S	拐う|さらう|to carry off; to run away with; to kidnap; to abduct|1	[]
頻	1	S	頻繁|ひんぱん|frequency|1	[]
圏	1	S	圏|けん|sphere; circle; range|1	[]
鯨	1	S	捕鯨|ほげい|whaling; whale fishing|1	[]
扉	1	S	扉|とびら|door; opening|1	[]
爽	1	S	爽やか|さわやか|fresh; refreshing; invigorating; clear; fluent; eloquent|1	[]
蜜	1	S	蜜|みつ|nectar; honey|1	[]
乏	1	S	乏しい|とぼしい|meagre; scarce; limited; destitute; hard up; scanty; poor|1	['窮乏|きゅうぼう|poverty|1', '欠乏|けつぼう|want; shortage; famine|1']
遍	1	S	普遍|ふへん|universality; ubiquity; omnipresence|1	[]
遇	1	S	待遇|たいぐう|treatment; reception|1	[]
邦	1	S	連邦|れんぽう|commonwealth; federation of states|1	[]
僧	1	S	僧|そう|monk; priest|1	[]
烈	1	S	猛烈|もうれつ|violent; vehement; rage|1	[]
墜	1	S	墜落|ついらく|falling; crashing|1	[]
啓	1	S	拝啓|はいけい|Dear (so and so)|1	[]
奉	1	S	奉る|たてまつる|to offer; to present; to revere; to do respectfully|1	[]
苛	1	S	苛める|いじめる|to tease; to torment; to persecute; to chastise|1	[]
倹	1	S	倹約|けんやく|thrift; economy; frugality|1	[]
諾	1	S	承諾|しょうだく|consent; acquiescence; agreement|1	[]
傲	1	S	傲る|おごる|to be proud|1	[]
伐	1	S	伐|ばつ|strike; attack; punish|1	[]
愁	1	S	郷愁|きょうしゅう|nostalgia; homesickness|1	[]
璧	1	S	完璧|かんぺき|perfection; completeness; flawless|1	[]
玩	1	S	玩具|おもちゃ|toy|1	[]
棟	1	S	棟|とう|place; section; building|1	[]
胴	1	S	胴|どう|trunk; body; frame|1	[]
控	1	S	控室|ひかえしつ|waiting room|1	['控除|こうじょ|subsidy; deduction|1']
騰	1	S	沸騰|ふっとう|boiling; seething|1	[]
享	1	S	享受|きょうじゅ|reception; acceptance; enjoyment; being given|1	[]
鍛	1	S	鍛える|きたえる|to forge; to drill; to temper; to train; to discipline|1	[]
慕	1	S	慕う|したう|to yearn for; to miss; to adore; to love dearly|1	[]
債	1	S	負債|ふさい|debt; liabilities|1	[]
軸	1	S	軸|じく|axis; stem; shaft; axle|1	[]
繊	1	S	繊維|せんい|fibre; fiber; textile|1	[]
顎	1	S	顎|あご|chin|1	[]
伴	1	S	伴う|ともなう|to accompany; to bring with; to be accompanied by; to be involved in|1	[]
珠	1	S	真珠|しんじゅ|pearl|1	[]
摘	1	S	摘む|つまむ|to pinch; to hold; to pick up|1	[]
崖	1	S	崖|がけ|cliff|1	[]
胞	1	S	細胞|さいぼう|cell (biology)|1	[]
渦	1	S	渦|うず|swirl|1	[]
佳	1	S	佳句|かく|beautiful passage of literature|1	[]
盲	1	S	盲点|もうてん|blind spot|1	[]
彩	1	S	色彩|しきさい|colour; hue; tints|1	[]
励	1	S	励ます|はげます|to encourage; to cheer; to raise (the voice)|1	['奨励|しょうれい|encouragement; promotion; message; address|1', '激励|げきれい|encouragement|1']
牲	1	S	犠牲|ぎせい|sacrifice|1	[]
雄	1	S	雄|おす|male (animal)|1	[]
網	1	S	網|あみ|net; network|1	[]
賄	1	S	賄う|まかなう|to give board to; to provide meals; to pay|1	[]
岳	1	S	山岳|さんがく|mountains|1	[]
獄	1	S	地獄|じごく|hell|1	[]
甲	1	S	甲|きのえ|1st in rank; first sign of the Chinese calendar; shell; instep; grade A|1	[]
呈	1	S	進呈|しんてい|presentation|1	[]
桟	1	S	桟橋|さんきょう|wharf; bridge; jetty; pier|1	[]
辱	1	S	侮辱|ぶじょく|insult; contempt; slight|1	[]
暫	1	S	暫く|しばらく|little while|1	[]
浜	1	S	浜|はま|beach; seashore|1	[]
粘	1	S	粘る|ねばる|to be sticky; to be adhesive; to persevere; to persist; to stick to|1	[]
賠	1	S	賠償|ばいしょう|reparations; indemnity; compensation|1	[]
彙	1	S	語彙|ごい|vocabulary; glossary|1	[]
愚	1	S	愚か|おろか|foolish; stupid|1	[]
懲	1	S	懲りる|こりる|to learn by experience; to be disgusted with|1	[]
昭	0	3		[]
副	0	4		[]
尺	0	6		[]
仁	0	6		[]
蚕	0	6		[]
陛	0	6		[]
后	0	6		[]
翌	0	6		[]
拙	0	S		[]
帥	0	S		[]
硝	0	S		[]
堕	0	S		[]
遜 	0	S		[]
鶴	0	S		[]
煎 	0	S		[]
款	0	S		[]
擬	0	S		[]
遵	0	S		[]
宵	0	S		[]
謎 	0	S		[]
搾	0	S		[]
租	0	S		[]
阜	0	S		[]
熊	0	S		[]
禍	0	S		[]
江	0	S		[]
帆	0	S		[]
隷	0	S		[]
冶	0	S		[]
弊	0	S		[]
挨	0	S		[]
閥	0	S		[]
匿	0	S		[]
韻	0	S		[]
旺	0	S		[]
崎	0	S		[]
賂	0	S		[]
壌	0	S		[]
劾	0	S		[]
幻	0	S		[]
悼	0	S		[]
弔	0	S		[]
嗣	0	S		[]
祥	0	S		[]
丙	0	S		[]
憬	0	S		[]
瘍	0	S		[]
賭 	0	S		[]
踪	0	S		[]
弐	0	S		[]
逓	0	S		[]
冥	0	S		[]
梨	0	S		[]
厘	0	S		[]
柿	0	S		[]
謁	0	S		[]
奈	0	S		[]
迭	0	S		[]
覇	0	S		[]
勾	0	S		[]
斗	0	S		[]
媛	0	S		[]
抹	0	S		[]
蔽 	0	S		[]
串	0	S		[]
炉	0	S		[]
叙	0	S		[]
藤	0	S		[]
憾	0	S		[]
肢	0	S		[]
唆	0	S		[]
逐	0	S		[]
埼	0	S		[]
貞	0	S		[]
藩	0	S		[]
嘲 	0	S		[]
牙	0	S		[]
璃	0	S		[]
窃	0	S		[]
抄	0	S		[]
斥	0	S		[]
賓	0	S		[]
諭	0	S		[]
翁	0	S		[]
斤	0	S		[]
坑	0	S		[]
庸	0	S		[]
妖	0	S		[]
蛮	0	S		[]
諧	0	S		[]
亭	0	S		[]
倫	0	S		[]
阪	0	S		[]
窟	0	S		[]
艇	0	S		[]
搭	0	S		[]
勅	0	S		[]
姫	0	S		[]
媒	0	S		[]
陪	0	S		[]
畿	0	S		[]
詣	0	S		[]
潟	0	S		[]
撤	0	S		[]
臼	0	S		[]
嘱	0	S		[]
刹	0	S		[]
漆	0	S		[]
捉	0	S		[]
唐	0	S		[]
逝	0	S		[]
胎	0	S		[]
腎	0	S		[]
喪	0	S		[]
箸 	0	S		[]
謹	0	S		[]
醒	0	S		[]
陣	0	S		[]
匠	0	S		[]
擁	0	S		[]
繭	0	S		[]
墳	0	S		[]
慈	0	S		[]
渓	0	S		[]
詠	0	S		[]
某	0	S		[]
紋	0	S		[]
桑	0	S		[]
滋	0	S		[]
伎	0	S		[]
猟	0	S		[]
拷	0	S		[]
罷	0	S		[]
謀	0	S		[]
丹	0	S		[]
儒	0	S		[]
妃	0	S		[]
侶	0	S		[]
葛	0	S		[]
殉	0	S		[]
嚇	0	S		[]
孔	0	S		[]
洞	0	S		[]
褐	0	S		[]
郎	0	S		[]
瑠	0	S		[]
惰	0	S		[]
楷	0	S		[]
柳	0	S		[]
痕	0	S		[]
拉	0	S		[]
麺	0	S		[]
騎	0	S		[]
曹	0	S		[]
茨	0	S		[]
忌	0	S		[]
朕	0	S		[]
唄	0	S		[]
痘	0	S		[]
沃	0	S		[]
喩	0	S		[]
薪	0	S		[]
畝	0	S		[]
駒	0	S		[]
捗 	0	S		[]
嫡	0	S		[]
恭	0	S		[]
癒	0	S		[]
𠮟 	0	S		[]
岡	0	S		[]
睦	0	S		[]
芋	0	S		[]
采	0	S		[]
訃	0	S		[]
勃	0	S		[]
婆	0	S		[]
窯	0	S		[]
毀	0	S		[]
奔	0	S		[]
狩	0	S		[]
貌	0	S		[]
披	0	S		[]
岐	0	S		[]
肖	0	S		[]
悦	0	S		[]
桃	0	S		[]
酎	0	S		[]
累	0	S		[]
喝	0	S		[]
坪	0	S		[]
轄	0	S		[]
錮	0	S		[]
淫	0	S		[]
餓	0	S		[]
髄	0	S		[]
餌 	0	S		[]
遡 	0	S		[]
隆	0	S		[]
硫	0	S		[]
赦	0	S		[]
謄	0	S		[]
須	0	S		[]
壱	0	S		[]
堆	0	S		[]
棺	0	S		[]
羅	0	S		[]
韓	0	S		[]
錬	0	S		[]
曽	0	S		[]
鋳	0	S		[]
廉	0	S		[]
乞	0	S		[]
懇	0	S		[]
芳	0	S		[]
挫	0	S		[]
升	0	S		[]
脊	0	S		[]
忍	0	S		[]
緻	0	S		[]
楼	0	S		[]
栃 	0	S		[]
惧	0	S		[]
恣	0	S		[]
錦	0	S		[]
醸	0	S		[]
矯	0	S		[]
涯	0	S		[]
頰 	0	S		[]
勲	0	S		[]
塁	0	S		[]
宰	0	S		[]
姻	0	S		[]
俸	0	S		[]
屯	0	S		[]
詔	0	S		[]
剝 	0	S		[]
礁	0	S		[]
塑	0	S		[]
彰	0	S		[]
喚	0	S		[]
浦	0	S		[]
賊	0	S		[]
旋	0	S		[]
尼	0	S		[]
摯	0	S		[]
詮 	0	S		[]
准	0	S		[]
咽	0	S		[]
朱	0	S		[]
汎	0	S		[]
羞	0	S		[]
篤	0	S		[]
寡	0	S		[]
哺	0	S		[]
虐	0	S		[]
偵	0	S		[]
慄	0	S		[]
帝	0	S		[]
鶏	0	S		[]
疫	0	S		[]
侯	0	S		[]
妄	0	S		[]
腺	0	S		[]
璽	0	S		[]
爵	0	S		[]
酵	0	S		[]
餅 	0	S		[]
椎	0	S		[]
弥	0	S		[]
淑	0	S		[]
溺 	0	S		[]
囚	0	S		[]
鎮	0	S		[]
舷	0	S		[]
墾	0	S		[]
泰	0	S		[]
梗	0	S		[]
頓	0	S		[]
剛	0	S		[]
糾	0	S		[]
頒	0	S		[]
薫	0	S		[]
畔	0	S		[]
鎌	0	S		[]
塚	0	S		[]
恒	0	S		[]
怨	0	S		[]
塡 	0	S		[]
郭	0	S		[]
粛	0	S		[]
虞	0	S		[]
槽	0	S		[]
骸	0	S		[]
呪	0	S		[]
摂	0	S		[]
弦	0	S		[]
貪	0	S		[]
暁	0	S		[]
猶	0	S		[]
隻	0	S		[]
亀	0	S		[]
